,route.of.administration_intravenous,291,325,600,sex_male,4,species_monkey,848,adult,191,339,sex_male/female,tissue_blood,mode.of.administration_single,164,route.of.administration_oral,route.of.administration_intraperitoneal,species_mouse,18,sex_female,tissue_kidney,species_cattle,species_human,tissue_heart,mode.of.administration_continuous,409,tissue_fat,1272,species_pig,route.of.administration_pollution,mode.of.administration_repeated,species_rat,147,tissue_whole body,tissue_testis,11,tissue_liver,1301
30,True,-19.94213372094326,-2.362036167020282,1.8542014870566776,True,19.221047881591662,True,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,True,63.04545454545455,False,False,False,20.0,False,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,False,False,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
31,True,-19.94213372094326,-2.362036167020282,1.8542014870566776,False,19.221047881591662,True,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,True,63.04545454545455,False,False,False,20.0,True,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,False,False,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
32,True,-14.789183315075688,-2.955416121379514,0.0,True,16.671824296562214,False,0.0,1,12.975129692307693,-9.515060997495487,False,True,True,67.64102564102564,False,False,False,18.0,False,False,False,False,False,False,0.0209498928571429,False,0.8300677204059526,False,False,False,True,2.6,False,False,0.212118298978877,False,2.419753086419753
33,True,-14.789183315075688,-2.955416121379514,0.0,False,16.671824296562214,False,0.0,1,12.975129692307693,-9.515060997495487,False,True,True,67.64102564102564,False,False,False,18.0,True,False,False,False,False,False,0.0209498928571429,False,0.8300677204059526,False,False,False,True,2.6,False,False,0.212118298978877,False,2.419753086419753
34,False,-19.94213372094326,-2.362036167020282,1.8542014870566776,True,19.221047881591662,False,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,False,63.04545454545455,True,False,False,20.0,False,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,True,True,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
35,False,-19.94213372094326,-2.362036167020282,1.8542014870566776,False,19.221047881591662,False,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,False,63.04545454545455,True,False,False,20.0,True,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,True,True,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
40,True,-19.94213372094326,-2.362036167020282,1.8542014870566776,True,19.221047881591662,False,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,True,63.04545454545455,False,False,False,20.0,False,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,False,True,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
41,True,-19.94213372094326,-2.362036167020282,1.8542014870566776,False,19.221047881591662,False,0.0025260484445921,1,12.96595718181818,-21.646479010297224,False,True,True,63.04545454545455,False,False,False,20.0,True,False,False,False,False,False,0.0068593066666667,False,0.8524398460347834,False,False,False,True,2.8333333333333335,False,False,0.1978560830174196,False,2.6122448979591835
42,False,-64.63020030960155,-2.059072821365301,1.1851704930253,False,29.173696148472462,False,0.0040697446982477,0,12.555650320000002,2.5573246992422107,False,True,False,67.45333333333333,False,False,False,30.0,True,False,True,False,False,True,-0.019427145,False,0.7892789781753358,False,True,False,False,3.12,False,False,0.1571415393416638,False,3.6512345679012346
46,False,-11.121310033056655,-3.9994013834979745,0.9620675032710893,False,31.838234048984397,False,0.0026899410207571,0,12.90510225,2.9702587126280378,False,True,False,63.475,False,False,False,32.0,True,False,True,False,False,True,0.0023276785714285,False,0.6954434002924964,False,True,False,False,3.4166666666666665,False,False,0.15109261750313,False,3.8658777120315584
47,False,-9.066311699133044,-4.243637640306338,1.1883188610412956,False,26.13471491013583,False,0.0045135036269188,0,12.916054636363636,2.1451819906282137,False,True,False,66.15151515151516,False,False,False,27.0,True,False,True,False,False,True,0.0028892569444444,False,0.779839301851847,False,True,False,False,3.263157894736842,False,False,0.1674738963305137,False,3.3378684807256236
50,False,-9.066311699133044,-4.243637640306338,1.1883188610412956,False,26.13471491013583,False,0.0045135036269188,0,12.916054636363636,2.1451819906282137,False,False,False,66.15151515151516,False,False,False,27.0,True,True,True,False,False,True,0.0028892569444444,False,0.779839301851847,False,True,False,False,3.263157894736842,False,False,0.1674738963305137,False,3.3378684807256236
51,False,-9.066311699133044,-4.243637640306338,1.1883188610412956,False,26.13471491013583,False,0.0045135036269188,0,12.916054636363636,2.1451819906282137,False,False,False,66.15151515151516,False,False,False,27.0,True,False,True,False,False,True,0.0028892569444444,False,0.779839301851847,False,True,False,False,3.263157894736842,False,False,0.1674738963305137,True,3.3378684807256236
52,False,-10.422672367720232,-3.818054106454633,0.873901021923275,False,22.98041837751344,False,0.0053242466385022,0,12.929527894736845,-4.113865053788294,False,True,False,66.49122807017544,False,False,False,24.0,True,False,True,False,False,True,0.0038434290865385,False,0.8113862481708867,False,True,False,False,3.125,False,False,0.1792058173792448,False,3.017832647462277
55,False,-12.52720508618528,-3.58894243190068,0.9929283584309953,False,28.683937525686815,False,0.0026767064139906,0,12.91453047887324,2.972440483449576,False,True,False,63.40845070422535,False,False,False,29.0,True,False,True,False,False,True,0.0028877114546175,False,0.7391076838013807,False,True,False,False,3.3333333333333335,False,False,0.1597049230624392,False,3.549674438143247
58,False,-8.016914637254597,-4.666831821365301,1.0181819645236272,False,29.28901143264356,False,0.0040697446982477,0,12.90581496,2.5573246992422094,False,True,False,65.89333333333333,False,False,False,30.0,True,False,True,False,False,True,0.002258537368421,False,0.7367315292169775,False,True,False,False,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
62,False,-16.69129581237331,-2.769966261401829,1.273691238834017,False,22.375344485847123,False,0.0026025926160981,1,12.942993056603772,2.6774621857865917,True,True,False,63.20754716981132,False,False,False,23.0,False,False,False,True,False,True,0.004888741020794,False,0.8197372116664486,False,True,False,False,3.066666666666667,False,False,0.1823590559377645,False,2.9219530949634756
63,False,-10.422672367720232,-3.818054106454633,0.873901021923275,True,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,False,66.49122807017544,False,False,False,24.0,False,False,False,True,False,True,0.0038434290865385,False,0.8113862481708867,False,True,False,False,3.125,False,False,0.1792058173792448,False,3.017832647462277
64,False,-10.422672367720232,-3.818054106454633,0.873901021923275,False,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,False,66.49122807017544,False,False,False,24.0,True,False,False,True,False,True,0.0038434290865385,False,0.8113862481708867,False,True,False,False,3.125,False,False,0.1792058173792448,False,3.017832647462277
65,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,False,False,False,26.0,False,False,False,True,False,True,0.0036857940828402,False,0.7850883347628149,False,True,False,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
66,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,False,False,False,26.0,True,False,False,True,False,True,0.0036857940828402,False,0.7850883347628149,False,True,False,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
67,False,-8.016914637254597,-4.666831821365301,1.0181819645236272,True,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,False,65.89333333333333,False,False,False,30.0,False,False,False,True,False,True,0.002258537368421,False,0.7367315292169775,False,True,False,False,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
68,False,-8.016914637254597,-4.666831821365301,1.0181819645236272,False,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,False,65.89333333333333,False,False,False,30.0,True,False,False,True,False,True,0.002258537368421,False,0.7367315292169775,False,True,False,False,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
69,True,85.50751149501372,-0.8862497860027035,0.0,True,0.0,True,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,False,False,False,25.0,False,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,False,3.4375,False,False,0.0,False,4.260355029585799
70,True,85.50751149501372,-0.8862497860027035,0.0,False,0.0,True,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,False,False,False,25.0,True,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,False,3.4375,False,False,0.0,False,4.260355029585799
71,False,85.50751149501372,-0.8862497860027035,0.0,True,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,True,False,True,25.0,False,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,False,3.4375,False,False,0.0,False,4.260355029585799
72,False,85.50751149501372,-0.8862497860027035,0.0,False,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,True,False,True,25.0,True,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,False,3.4375,False,False,0.0,False,4.260355029585799
73,True,85.50751149501372,-0.8862497860027035,0.0,True,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,False,False,False,25.0,False,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,True,3.4375,False,False,0.0,False,4.260355029585799
74,True,85.50751149501372,-0.8862497860027035,0.0,False,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,False,False,False,25.0,True,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,True,3.4375,False,False,0.0,False,4.260355029585799
75,False,85.50751149501372,-0.8862497860027035,0.0,True,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,True,False,False,25.0,False,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,True,3.4375,False,False,0.0,False,4.260355029585799
76,False,85.50751149501372,-0.8862497860027035,0.0,False,0.0,False,0.0018517426015174,1,13.09134953846154,45.582102273309275,False,True,True,64.8974358974359,True,False,False,25.0,True,False,False,False,False,False,-0.0112444444444444,False,0.8147248827240675,False,False,False,True,3.4375,False,False,0.0,False,4.260355029585799
77,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,True,3.2266666666666666
78,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,False,True,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
79,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,True,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
80,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,False,False,False,True,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
81,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,False,False,False,False,False,0.0036857940828402,True,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
82,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,True,0.1699376027684819,False,3.2266666666666666
83,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,True,False,0.1699376027684819,False,3.2266666666666666
84,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,True,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,True,3.2266666666666666
85,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,False,True,False,26.0,True,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
86,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,True,True,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
87,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,False,True,63.32258064516129,False,True,False,26.0,True,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,True,False,0.1699376027684819,False,3.2266666666666666
88,False,-10.422672367720232,-3.818054106454633,0.873901021923275,True,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,True,66.49122807017544,True,False,False,24.0,False,False,False,False,False,False,0.0038434290865385,False,0.8113862481708867,False,False,False,True,3.125,False,False,0.1792058173792448,False,3.017832647462277
89,True,-10.422672367720232,-3.818054106454633,0.873901021923275,True,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,True,66.49122807017544,False,False,False,24.0,False,False,False,False,False,False,0.0038434290865385,False,0.8113862481708867,False,False,False,True,3.125,False,False,0.1792058173792448,False,3.017832647462277
90,False,-10.422672367720232,-3.818054106454633,0.873901021923275,False,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,True,66.49122807017544,True,False,False,24.0,True,False,False,False,False,False,0.0038434290865385,False,0.8113862481708867,False,False,False,True,3.125,False,False,0.1792058173792448,False,3.017832647462277
91,True,-10.422672367720232,-3.818054106454633,0.873901021923275,False,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,True,66.49122807017544,False,False,False,24.0,True,False,False,False,False,False,0.0038434290865385,False,0.8113862481708867,False,False,False,True,3.125,False,False,0.1792058173792448,False,3.017832647462277
92,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,True,False,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
93,True,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,False,False,False,26.0,False,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
94,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,True,False,False,26.0,True,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
95,True,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,True,63.32258064516129,False,False,False,26.0,True,False,False,False,False,False,0.0036857940828402,False,0.7850883347628149,False,False,False,True,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
97,True,-8.016914637254597,-4.666831821365301,1.0181819645236272,True,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,True,65.89333333333333,False,False,False,30.0,False,False,False,False,False,False,0.002258537368421,False,0.7367315292169775,False,False,False,True,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
99,True,-8.016914637254597,-4.666831821365301,1.0181819645236272,False,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,True,65.89333333333333,False,False,False,30.0,True,False,False,False,False,False,0.002258537368421,False,0.7367315292169775,False,False,False,True,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
102,False,-10.422672367720232,-3.818054106454633,0.873901021923275,True,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,False,66.49122807017544,True,False,False,24.0,False,False,False,True,False,False,0.0038434290865385,False,0.8113862481708867,False,False,True,False,3.125,False,False,0.1792058173792448,False,3.017832647462277
103,False,-10.422672367720232,-3.818054106454633,0.873901021923275,False,22.98041837751344,False,0.0053242466385022,1,12.929527894736845,-4.113865053788294,False,True,False,66.49122807017544,True,False,False,24.0,True,False,False,True,False,False,0.0038434290865385,False,0.8113862481708867,False,False,True,False,3.125,False,False,0.1792058173792448,False,3.017832647462277
104,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,True,False,False,26.0,False,False,False,True,False,False,0.0036857940828402,False,0.7850883347628149,False,False,True,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
105,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,1,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,True,False,False,26.0,True,False,False,True,False,False,0.0036857940828402,False,0.7850883347628149,False,False,True,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
106,False,-8.016914637254597,-4.666831821365301,1.0181819645236272,True,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,False,65.89333333333333,True,False,False,30.0,False,False,False,True,False,False,0.002258537368421,False,0.7367315292169775,False,False,True,False,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
107,False,-8.016914637254597,-4.666831821365301,1.0181819645236272,False,29.28901143264356,False,0.0040697446982477,1,12.90581496,2.5573246992422094,False,True,False,65.89333333333333,True,False,False,30.0,True,False,False,True,False,False,0.002258537368421,False,0.7367315292169775,False,False,True,False,3.363636363636364,False,False,0.1577271917264578,False,3.6512345679012346
108,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,True,25.529641001596413,False,0.0026535458521492,0,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,True,False,False,26.0,False,False,False,True,False,False,0.0036857940828402,False,0.7850883347628149,False,False,True,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
109,False,-14.32328029750538,-3.1790555883949985,1.0663226329348374,False,25.529641001596413,False,0.0026535458521492,0,12.92669593548387,2.896597590874419,False,True,False,63.32258064516129,True,False,False,26.0,True,False,False,True,False,False,0.0036857940828402,False,0.7850883347628149,False,False,True,False,3.2222222222222223,False,False,0.1699376027684819,False,3.2266666666666666
110,False,-12.239404396702264,-3.389144611864888,1.6515059898468325,True,19.82612195548424,False,0.0060935848001243,0,12.948053625,-30.8805249452015,False,True,False,66.95833333333333,True,False,False,21.0,False,False,False,True,False,False,0.0054101816326531,False,0.8400357663279466,False,False,True,False,2.923076923076923,False,False,0.1936798815072366,False,2.72
