"x"
2e+05
1400000
1100000
3300000
2100000
130000
260000
1400000
23000
180000
720000
1100000
1400000
3600000
3100000
23000
180000
110000
4400000
3200000
6900000
2400000
377000
4410000
6160000
93000
648000
1800000
65000
31062
400540
216130
2155500
9324800
479000
377000
287000
244000
751000
574000
419000
338000
3448.27586206897
2777.77777777778
2631.57894736842
830000
990000
130000
2e+05
260000
910000
120000
140000
210000
760000
110000
110000
389.105058365759
476.190476190476
609.756097560976
2272.72727272727
1204.81927710843
1724.13793103448
840.336134453782
735.294117647059
529.100529100529
606.060606060606
1408.45070422535
1449.27536231884
609.756097560976
625
662.251655629139
653.59477124183
584.795321637427
1612.90322580645
1234.56790123457
1030.92783505155
934.579439252336
2702.7027027027
12510
12995.9674223914
39474.6026727631
337044.425612024
111213.05018136
231798.182671833
84128.0526070742
42201.3056849977
34381.9772461534
22319.2042260505
9152.30982718223
55440
40046.0174161105
56517.4282147842
97298.8033504988
42892.9193631162
11690.2366317584
123985.901345359
39748.9697342481
58702.4502538396
140727.993744435
140591.294377188
83223.965910817
146589.644470082
43084.1760180341
630
8000
20000
12500000
2500
12500
11111.1111111111
10000
2500
3333.33333333333
2386.63484486873
3496.5034965035
5128.20512820513
5813.95348837209
8695.65217391304
13698.6301369863
15384.6153846154
12658.2278481013
9708.73786407767
3773.58490566038
5917.15976331361
12658.2278481013
26315.7894736842
14925.3731343284
7810000
202000
99000
3700000
85400000
2.31e+09
2270000
2230000
1980000
159000
45500
29900
4530
535000
747000
1520
4930
20700
43600
29300
21700
684600
441700
272200
32573.2899022801
59880.2395209581
378.787878787879
584.795321637427
1265.82278481013
595.238095238095
1449.27536231884
636.942675159236
2439.0243902439
326.797385620915
460.829493087558
1010.10101010101
1250
1162.79069767442
392.156862745098
719.424460431655
781.25
1052.63157894737
2702.7027027027
800
2631.57894736842
471.698113207547
1923.07692307692
526.315789473684
751.87969924812
2500
709.219858156028
2380.95238095238
609.756097560976
3030.30303030303
