,Tissue_plasma,506,142,Species_Oncorhynchus mykiss,Sex_male,Tissue_ovary,577,Tissue_blood ,4,Tissue_whole body,Tissue_liver,1292,1274,299,143,270,340,Sex_female,Mixture,141,Species_Danio rerio,236,372,Exposure Concentration (ug/L),1261,Tissue_gonad,247,Tissue_muscle,134,1576,Tissue_brain,Sex_both,553,367,Tissue_gill,Species_Cyprinus carpio,357
41,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,False,True,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,1.22,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
42,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,False,True,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,7.02,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
43,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,False,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,1.22,3.684183719779188,False,-0.4799999999999976,True,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
44,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,False,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,7.02,3.684183719779188,False,-0.4799999999999976,True,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
45,False,-0.2118421575419107,0.0,False,False,True,0.9653465346534654,False,19.221047881591662,False,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,1.22,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
46,False,-0.2118421575419107,0.0,False,False,True,0.9653465346534654,False,19.221047881591662,False,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,7.02,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
47,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,True,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,1.22,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
48,False,-0.2118421575419107,0.0,False,False,False,0.9653465346534654,False,19.221047881591662,True,False,55.749208271663726,0.8524398460347834,1.023746560000002,5.15,-15.760000000000009,-10.194281899143974,True,1,25.666666666666668,True,0.0331118489653178,0.1475578703703701,7.02,3.684183719779188,False,-0.4799999999999976,False,34.8,0.0,False,False,0.9375,0.7225000000000001,False,False,-0.8400000000000004
49,True,-0.2272174214524598,32.0,False,False,False,1.026315789473684,False,25.529641001596413,False,False,62.61436610331814,0.8629024540840061,0.9733865562130164,5.346153846153846,-16.248520710059164,2.1821454120015784,True,1,33.333333333333336,True,0.0323698870675225,0.0807674044853524,0.86,4.056020968057882,False,0.5680473372781019,False,35.53846153846154,0.0,False,False,1.0117924528301885,0.0453648915187376,False,False,-0.0420775805391189
52,False,-0.2272174214524598,32.0,False,False,False,1.026315789473684,False,25.529641001596413,False,True,62.61436610331814,0.8629024540840061,0.9733865562130164,5.346153846153846,-16.248520710059164,2.1821454120015784,True,1,33.333333333333336,True,0.0323698870675225,0.0807674044853524,6.64,4.056020968057882,False,0.5680473372781019,False,35.53846153846154,0.0,False,False,1.0117924528301885,0.0453648915187376,False,False,-0.0420775805391189
54,False,-0.2272174214524598,32.0,False,False,False,1.026315789473684,False,25.529641001596413,False,False,62.61436610331814,0.8629024540840061,0.9733865562130164,5.346153846153846,-16.248520710059164,2.1821454120015784,True,1,33.333333333333336,True,0.0323698870675225,0.0807674044853524,6.64,4.056020968057882,False,0.5680473372781019,True,35.53846153846154,0.0,False,False,1.0117924528301885,0.0453648915187376,False,False,-0.0420775805391189
56,False,-0.2272174214524598,32.0,False,False,True,1.026315789473684,False,25.529641001596413,False,False,62.61436610331814,0.8629024540840061,0.9733865562130164,5.346153846153846,-16.248520710059164,2.1821454120015784,True,1,33.333333333333336,True,0.0323698870675225,0.0807674044853524,6.64,4.056020968057882,False,0.5680473372781019,False,35.53846153846154,0.0,False,False,1.0117924528301885,0.0453648915187376,False,False,-0.0420775805391189
58,False,-0.2272174214524598,32.0,False,False,False,1.026315789473684,False,25.529641001596413,True,False,62.61436610331814,0.8629024540840061,0.9733865562130164,5.346153846153846,-16.248520710059164,2.1821454120015784,True,1,33.333333333333336,True,0.0323698870675225,0.0807674044853524,6.64,4.056020968057882,False,0.5680473372781019,False,35.53846153846154,0.0,False,False,1.0117924528301885,0.0453648915187376,False,False,-0.0420775805391189
60,True,-0.2315171168504216,33.333333333333336,False,False,False,1.0521769177608844,False,28.683937525686815,False,False,65.45319812495677,0.8668746832595814,0.9544427776456617,5.413793103448276,-16.420927467300814,2.398160254058329,True,1,34.0,True,0.032342877774342,0.0634181404098172,3.63,4.073329701949522,False,0.7990487514863187,False,35.793103448275865,0.0,False,False,1.0422230950510605,-0.0697582243361078,False,False,-0.01585414189457
61,False,-0.2315171168504216,33.333333333333336,False,False,False,1.0521769177608844,False,28.683937525686815,False,True,65.45319812495677,0.8668746832595814,0.9544427776456617,5.413793103448276,-16.420927467300814,2.398160254058329,True,1,34.0,True,0.032342877774342,0.0634181404098172,0.69,4.073329701949522,False,0.7990487514863187,False,35.793103448275865,0.0,False,False,1.0422230950510605,-0.0697582243361078,False,False,-0.01585414189457
63,False,-0.2315171168504216,33.333333333333336,False,False,False,1.0521769177608844,False,28.683937525686815,False,False,65.45319812495677,0.8668746832595814,0.9544427776456617,5.413793103448276,-16.420927467300814,2.398160254058329,True,1,34.0,True,0.032342877774342,0.0634181404098172,0.69,4.073329701949522,False,0.7990487514863187,True,35.793103448275865,0.0,False,False,1.0422230950510605,-0.0697582243361078,False,False,-0.01585414189457
65,False,-0.2315171168504216,33.333333333333336,False,False,True,1.0521769177608844,False,28.683937525686815,False,False,65.45319812495677,0.8668746832595814,0.9544427776456617,5.413793103448276,-16.420927467300814,2.398160254058329,True,1,34.0,True,0.032342877774342,0.0634181404098172,0.69,4.073329701949522,False,0.7990487514863187,False,35.793103448275865,0.0,False,False,1.0422230950510605,-0.0697582243361078,False,False,-0.01585414189457
68,False,-0.2315171168504216,33.333333333333336,False,False,False,1.0521769177608844,False,28.683937525686815,True,False,65.45319812495677,0.8668746832595814,0.9544427776456617,5.413793103448276,-16.420927467300814,2.398160254058329,True,1,34.0,True,0.032342877774342,0.0634181404098172,3.63,4.073329701949522,False,0.7990487514863187,False,35.793103448275865,0.0,False,False,1.0422230950510605,-0.0697582243361078,False,False,-0.01585414189457
70,True,-0.2346529314073499,34.0,False,False,False,1.0754716981132075,False,31.838234048984397,False,False,68.00277022605931,0.8702819531114784,0.9384549999999968,5.46875,-16.5625,2.498608641419011,True,1,34.4,True,0.0323405657595662,0.0511587637442131,3.47,4.054229296672175,False,0.9375,False,36.0,0.0066115702479338,False,False,1.069148936170213,-0.0458984375,False,False,-0.0041666666666666
72,False,-0.2346529314073499,34.0,False,False,False,1.0754716981132075,False,31.838234048984397,False,True,68.00277022605931,0.8702819531114784,0.9384549999999968,5.46875,-16.5625,2.498608641419011,True,1,34.4,True,0.0323405657595662,0.0511587637442131,3.47,4.054229296672175,False,0.9375,False,36.0,0.0066115702479338,False,False,1.069148936170213,-0.0458984375,False,False,-0.0041666666666666
73,False,-0.2346529314073499,34.0,False,False,False,1.0754716981132075,False,31.838234048984397,False,False,68.00277022605931,0.8702819531114784,0.9384549999999968,5.46875,-16.5625,2.498608641419011,True,1,34.4,True,0.0323405657595662,0.0511587637442131,1.57,4.054229296672175,False,0.9375,True,36.0,0.0066115702479338,False,False,1.069148936170213,-0.0458984375,False,False,-0.0041666666666666
75,False,-0.2346529314073499,34.0,False,False,True,1.0754716981132075,False,31.838234048984397,False,False,68.00277022605931,0.8702819531114784,0.9384549999999968,5.46875,-16.5625,2.498608641419011,True,1,34.4,True,0.0323405657595662,0.0511587637442131,1.57,4.054229296672175,False,0.9375,False,36.0,0.0066115702479338,False,False,1.069148936170213,-0.0458984375,False,False,-0.0041666666666666
77,False,-0.2346529314073499,34.0,False,False,False,1.0754716981132075,False,31.838234048984397,True,False,68.00277022605931,0.8702819531114784,0.9384549999999968,5.46875,-16.5625,2.498608641419011,True,1,34.4,True,0.0323405657595662,0.0511587637442131,1.57,4.054229296672175,False,0.9375,False,36.0,0.0066115702479338,False,False,1.069148936170213,-0.0458984375,False,False,-0.0041666666666666
79,True,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,2.03,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
80,True,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,14.8,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
81,False,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,True,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,2.03,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
82,False,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,True,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,14.8,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
83,False,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,2.03,3.964857659740295,False,1.0187755102040823,True,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
84,False,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,14.8,3.964857659740295,False,1.0187755102040823,True,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
85,False,-0.2370149644775303,34.4,False,False,True,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,2.03,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
86,False,-0.2370149644775303,34.4,False,False,True,1.0965359144167093,False,34.99253057235784,False,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,14.8,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
87,False,-0.2370149644775303,34.4,False,False,False,1.0965359144167093,False,34.99253057235784,True,False,68.14463593849428,0.8509683800485691,0.9248032195918366,5.514285714285714,-16.680816326530614,2.5308552848678048,True,1,34.666666666666664,True,0.03234043641512,0.0421625934324348,2.03,3.964857659740295,False,1.0187755102040823,False,36.17142857142857,0.0089531680440771,False,False,1.0931260695949805,-0.0326530612244897,False,False,0.0014512471655328
